MSSubClass,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageType,GarageFinish,GarageCars,WoodDeckSF,OpenPorchSF,MoSold,YrSold
_1,70.0,1974.0,Reg,Inside,other_1,2Story,4,5,1973,1973,Gable,CemntBd,0.0,TA,CBlock,TA,No,BLQ,334.0,212.0,546.0,TA,546.0,1092.0,0,1,1,3,TA,0,Attchd,RFn,1,120.0,96.0,5,2010
_3,85.0,10574.0,Reg,Inside,Somerst,2Story,8,5,2005,2006,Gable,VinylSd,0.0,Gd,PConc,Gd,Mn,Unf,0.0,1082.0,1082.0,Ex,871.0,1953.0,0,2,1,3,Gd,1,Attchd,RFn,3,160.0,50.0,5,2009
_1,24.0,2522.0,Reg,Inside,Edwards,2Story,7,5,2004,2004,Gable,VinylSd,50.0,Gd,PConc,Gd,No,Unf,0.0,970.0,970.0,Ex,739.0,1709.0,0,2,0,3,Gd,0,Detchd,Unf,2,0.0,40.0,4,2006
_2,37.0,3316.0,IR1,Inside,Somerst,1Story,8,5,2005,2005,Gable,MetalSd,0.0,Gd,PConc,Gd,No,GLQ,1039.0,208.0,1247.0,Ex,0.0,1247.0,1,1,1,1,Gd,1,Attchd,Fin,2,0.0,84.0,4,2006
_1,60.0,8544.0,Reg,Corner,NAmes,1Story,3,4,1950,1950,Gable,BrkFace,0.0,TA,Slab,TA,No,Unf,0.0,0.0,0.0,Fa,0.0,1040.0,0,2,0,2,TA,0,Detchd,Unf,2,0.0,0.0,6,2009
_1,24.0,2160.0,Reg,Inside,Somerst,2Story,7,5,1999,2000,Gable,MetalSd,212.0,Gd,PConc,Gd,No,BLQ,510.0,90.0,600.0,Ex,628.0,1252.0,1,2,1,2,Gd,0,Detchd,Unf,2,0.0,48.0,3,2008
_1,60.0,8400.0,Reg,Inside,other_1,1.5Fin,6,5,1925,1950,Gable,MetalSd,0.0,TA,PConc,TA,No,Rec,423.0,758.0,1181.0,Fa,304.0,1694.0,0,2,0,4,TA,1,Detchd,Unf,2,342.0,0.0,6,2008
_2,71.0,9230.0,Reg,Corner,NAmes,1Story,5,8,1965,1998,Hip,MetalSd,166.0,TA,CBlock,TA,Mn,GLQ,661.0,203.0,864.0,Gd,0.0,1200.0,1,1,1,1,Gd,0,Detchd,Unf,2,0.0,64.0,10,2006
_2,74.0,5868.0,Reg,Inside,NAmes,1Story,5,7,1956,2000,Gable,MetalSd,0.0,TA,CBlock,TA,No,BLQ,248.0,448.0,936.0,Ex,0.0,936.0,1,1,0,2,TA,0,Attchd,Fin,1,0.0,0.0,5,2010
_2,78.0,9317.0,IR1,Inside,CollgCr,1Story,6,5,2006,2006,Gable,VinylSd,0.0,Gd,PConc,Gd,No,GLQ,24.0,1290.0,1314.0,Gd,0.0,1314.0,0,2,0,3,Gd,1,Attchd,RFn,2,0.0,22.0,3,2007
_2,60.0,6882.0,Reg,Inside,other_1,2Story,6,7,1914,2006,Gable,Wd Sdng,0.0,TA,PConc,TA,No,Unf,0.0,684.0,684.0,TA,582.0,1355.0,0,1,1,3,Gd,0,Attchd,Fin,0,136.0,0.0,3,2007
_2,70.0,3696.0,Reg,Inside,other_4,1Story,8,5,1986,1986,Gable,HdBoard,0.0,Gd,CBlock,Gd,No,Unf,0.0,1074.0,1074.0,Ex,0.0,1088.0,0,1,1,2,Gd,0,Attchd,RFn,2,0.0,74.0,10,2007
_1,50.0,6000.0,Reg,Inside,other_1,1.5Fin,4,6,1936,1950,Gable,MetalSd,0.0,TA,BrkTil,TA,No,BLQ,672.0,0.0,672.0,TA,567.0,1324.0,0,1,0,3,TA,0,Detchd,Unf,1,0.0,0.0,7,2009
_2,82.0,11880.0,IR1,Inside,NWAmes,1Story,7,5,1978,1978,Gable,Plywood,206.0,TA,CBlock,Gd,No,ALQ,704.0,567.0,1271.0,TA,0.0,1601.0,0,2,0,3,TA,1,Attchd,RFn,2,0.0,0.0,4,2009
_1,60.0,8400.0,Reg,Inside,other_1,1Story,2,5,1920,1950,Gable,Wd Sdng,0.0,TA,CBlock,TA,No,Rec,290.0,0.0,290.0,TA,0.0,692.18,0,1,0,1,Fa,0,Detchd,Unf,1,0.0,0.0,1,2009
_2,61.0,9758.0,IR1,Inside,NAmes,1Story,5,5,1971,1971,Gable,HdBoard,0.0,TA,CBlock,TA,No,BLQ,412.0,251.0,950.0,TA,0.0,950.0,0,1,0,3,TA,0,Detchd,Unf,1,0.0,0.0,7,2007
_2,70.0,7000.0,Reg,Inside,NAmes,1Story,5,7,1960,2002,Gable,Wd Sdng,45.0,TA,CBlock,TA,No,Rec,588.0,422.0,1010.0,Ex,0.0,1134.0,0,1,0,2,TA,0,Attchd,RFn,1,0.0,16.0,4,2007
_2,79.0,8910.0,Reg,Corner,NAmes,1Story,6,6,1959,1959,Hip,BrkFace,0.0,TA,CBlock,TA,Mn,ALQ,655.0,0.0,655.0,Ex,0.0,1194.0,0,1,0,3,TA,1,BuiltIn,Fin,2,0.0,0.0,7,2006
_1,24.0,2016.0,Reg,Inside,other_1,2Story,5,5,1970,1970,Gable,HdBoard,304.0,TA,CBlock,TA,No,Unf,0.0,630.0,630.0,TA,672.0,1302.0,0,2,1,3,TA,0,Detchd,Unf,2,0.0,0.0,4,2007
_3,98.0,12256.0,IR1,Corner,other_4,2Story,8,5,1994,1995,Gable,HdBoard,362.0,Gd,PConc,Ex,Av,GLQ,1032.0,431.0,1463.0,Ex,1122.0,2622.0,1,2,1,3,Gd,2,Attchd,RFn,2,186.0,32.0,4,2010
_2,114.0,10357.0,IR1,Corner,other_2,1Story,7,5,1990,1991,Hip,HdBoard,0.0,Gd,PConc,Gd,Mn,GLQ,738.0,172.0,910.0,Gd,0.0,1442.0,1,2,0,3,Gd,1,Attchd,Fin,2,0.0,244.0,5,2007
_3,137.41000000000008,23257.0,IR3,CulDSac,Gilbert,2Story,7,5,2006,2006,Gable,VinylSd,0.0,Gd,PConc,Ex,No,Unf,0.0,868.0,868.0,Ex,1134.0,2021.0,0,2,1,3,Gd,1,BuiltIn,RFn,2,0.0,100.0,9,2006
_3,70.0,8063.0,Reg,Inside,Gilbert,2Story,6,5,2000,2000,Gable,VinylSd,0.0,TA,PConc,Gd,No,Unf,0.0,924.0,924.0,Ex,742.0,1690.0,0,2,1,3,TA,1,Attchd,RFn,2,100.0,48.0,11,2007
_2,107.0,11362.0,IR1,Inside,NridgHt,1Story,8,5,2004,2005,Gable,MetalSd,42.0,Gd,PConc,Ex,Mn,GLQ,1039.0,797.0,1836.0,Ex,0.0,1836.0,1,2,0,3,Gd,1,Attchd,Fin,3,125.0,185.0,3,2009
_3,70.0,8000.0,Reg,Inside,Gilbert,2Story,6,5,1995,1996,Gable,HdBoard,0.0,TA,PConc,Gd,No,GLQ,219.0,554.0,773.0,Gd,885.0,1658.0,1,2,1,3,TA,1,Attchd,Fin,2,224.0,84.0,6,2008
_3,80.0,10480.0,Reg,Inside,NWAmes,2Story,7,6,1976,1976,Hip,Plywood,660.0,TA,CBlock,TA,No,ALQ,403.0,400.0,803.0,TA,866.0,1964.0,0,2,1,4,TA,1,Attchd,RFn,2,0.0,69.0,9,2008
_2,73.0,7100.0,IR1,Corner,NAmes,1Story,5,7,1957,1957,Gable,other,0.0,TA,CBlock,TA,No,GLQ,708.0,108.0,816.0,TA,0.0,816.0,1,1,0,2,TA,0,Detchd,Unf,1,0.0,0.0,7,2006
_2,66.0,8923.0,Reg,Inside,NAmes,1Story,5,7,1953,2006,Gable,Wd Sdng,0.0,TA,CBlock,TA,No,BLQ,643.0,365.0,1008.0,Gd,0.0,1008.0,1,1,0,2,Gd,0,Attchd,Unf,1,0.0,18.0,5,2007
_2,90.0,5400.0,Reg,Inside,OldTown,1Story,5,7,1954,2000,Gable,MetalSd,0.0,TA,CBlock,TA,No,Rec,415.0,418.0,833.0,Ex,0.0,833.0,0,1,0,2,Gd,0,Detchd,Unf,1,0.0,0.0,8,2006
_2,93.0,12085.0,Reg,Inside,NridgHt,1Story,8,5,2007,2007,Hip,VinylSd,328.0,Gd,PConc,Ex,No,GLQ,1004.0,730.0,1734.0,Ex,0.0,1734.0,1,2,0,3,Ex,1,Attchd,RFn,3,0.0,0.0,11,2007
_2,70.0,7750.0,Reg,Inside,Gilbert,SLvl,8,5,2002,2002,Hip,VinylSd,0.0,Gd,PConc,Gd,No,GLQ,353.0,55.0,408.0,Ex,640.0,1419.0,1,2,1,3,Gd,1,BuiltIn,Fin,2,120.0,0.0,3,2009
_2,57.0,9764.0,IR1,FR2,Sawyer,1Story,5,7,1967,2003,Gable,VinylSd,0.0,TA,CBlock,TA,No,BLQ,702.0,192.0,894.0,Ex,0.0,894.0,1,1,0,3,Gd,0,Attchd,RFn,2,0.0,0.0,5,2008
_2,85.0,13825.0,Reg,Inside,Sawyer,SLvl,5,6,1958,1987,Gable,MetalSd,0.0,TA,CBlock,TA,No,Unf,0.0,533.0,533.0,TA,580.0,1601.0,0,1,0,3,TA,0,BuiltIn,RFn,1,280.0,34.0,12,2008
_2,70.0,7560.0,Reg,Inside,NAmes,1Story,5,5,1959,1959,Gable,BrkFace,0.0,TA,CBlock,TA,No,LwQ,369.0,671.0,1040.0,TA,0.0,1040.0,0,1,0,3,TA,0,Attchd,RFn,1,140.0,0.0,7,2006
_1,59.0,8263.0,Reg,Inside,other_1,1Story,6,5,1920,1950,Gable,BrkFace,0.0,TA,BrkTil,TA,No,Unf,0.0,1012.0,1012.0,TA,0.0,1012.0,0,1,0,2,TA,1,Detchd,Unf,1,0.0,22.0,5,2007
_2,84.0,10084.0,Reg,Inside,CollgCr,1Story,7,5,2005,2006,Gable,VinylSd,196.0,Gd,PConc,Gd,Av,GLQ,24.0,1528.0,1552.0,Ex,0.0,1552.0,0,2,0,3,Gd,0,Attchd,RFn,3,144.0,20.0,7,2006
_2,70.0,8926.0,IR1,Corner,Edwards,1Story,4,3,1956,1956,Gable,other,0.0,TA,CBlock,TA,No,Unf,0.0,672.0,672.0,Ex,0.0,960.0,0,1,0,3,TA,0,Basment,Unf,1,64.0,0.0,10,2009
_2,50.0,9405.0,Reg,Inside,Edwards,1Story,5,9,1947,2008,Hip,VinylSd,0.0,TA,CBlock,TA,No,Unf,0.0,698.0,698.0,Ex,0.0,698.0,0,1,0,2,TA,0,Attchd,Fin,0,0.0,200.0,6,2009
_2,70.0,9125.0,IR1,Inside,Gilbert,SLvl,7,5,1992,1992,Gable,HdBoard,170.0,TA,PConc,Gd,No,Unf,0.0,384.0,384.0,Gd,670.0,1482.0,0,2,1,3,Gd,1,Attchd,Fin,2,100.0,25.0,7,2007
_2,60.0,10434.0,Reg,Inside,NAmes,1Story,4,5,1955,1955,Gable,Plywood,0.0,TA,CBlock,TA,No,Unf,0.0,1005.0,1005.0,TA,0.0,1005.0,0,1,0,2,Fa,1,Detchd,Unf,2,0.0,0.0,11,2009
_2,53.0,3684.0,Reg,Inside,other_2,1Story,7,5,2007,2007,Hip,VinylSd,130.0,Gd,PConc,Gd,No,Unf,0.0,1373.0,1373.0,Ex,0.0,1555.0,0,2,0,2,Gd,1,Attchd,Fin,3,143.0,20.0,6,2009
_2,137.41000000000008,14572.0,IR3,Corner,Gilbert,1Story,7,5,2004,2004,Hip,VinylSd,0.0,Gd,PConc,Gd,Av,GLQ,1300.0,230.0,1530.0,Ex,0.0,1530.0,1,2,0,3,Gd,1,Attchd,Fin,3,144.0,36.0,11,2007
_3,59.0,11796.0,IR1,Inside,Gilbert,2Story,7,5,2004,2005,Gable,VinylSd,0.0,Gd,PConc,Gd,Av,Unf,0.0,847.0,847.0,Ex,1112.0,1959.0,0,2,1,4,Gd,1,BuiltIn,Fin,2,100.0,48.0,7,2007
_1,60.0,7200.0,Reg,Inside,OldTown,other,5,5,1980,1980,Gable,MetalSd,180.0,TA,CBlock,Gd,Gd,GLQ,936.0,0.0,936.0,TA,0.0,936.0,1,1,0,2,TA,0,Detchd,Unf,2,49.0,0.0,8,2007
_1,65.0,7804.0,Reg,Inside,other_1,1.5Fin,4,3,1928,1950,Gable,other,0.0,TA,BrkTil,TA,No,BLQ,622.0,500.0,1122.0,TA,653.0,1981.0,1,2,0,4,Gd,2,Detchd,Unf,2,431.0,44.0,12,2009
_2,63.0,10712.0,Reg,Inside,other_2,1Story,5,5,1991,1992,Gable,HdBoard,0.0,TA,PConc,Gd,Mn,BLQ,212.0,762.0,974.0,TA,0.0,974.0,0,1,0,3,TA,0,Attchd,Fin,0,0.0,28.0,9,2007
_2,90.0,9900.0,Reg,Inside,OldTown,2Story,6,4,1880,1950,Gable,Wd Sdng,0.0,TA,BrkTil,TA,Mn,Unf,0.0,1008.0,1008.0,TA,1032.0,2210.0,0,2,0,5,Fa,0,Detchd,Unf,1,0.0,48.0,5,2007
_3,80.0,9828.0,IR1,Inside,other_2,2Story,8,5,1995,1995,Gable,VinylSd,0.0,Gd,PConc,Gd,No,GLQ,584.0,544.0,1128.0,Ex,878.0,2020.0,0,2,1,3,Gd,1,Attchd,RFn,2,0.0,155.0,6,2009
_3,57.0,8773.0,IR1,Inside,Gilbert,2Story,6,5,1997,1997,Gable,VinylSd,0.0,TA,PConc,Gd,Av,Unf,0.0,916.0,916.0,Gd,684.0,1600.0,0,2,1,3,TA,1,Attchd,Fin,2,100.0,38.0,8,2007
_1,60.0,6180.0,Reg,Corner,other_1,1Story,6,5,1926,1950,Gable,Wd Sdng,0.0,TA,BrkTil,TA,No,Unf,0.0,960.0,960.0,TA,0.0,986.0,0,1,0,2,TA,1,Detchd,Unf,1,0.0,128.0,5,2007
_1,80.0,9600.0,Reg,Inside,NAmes,1.5Fin,6,5,1950,1950,Gable,VinylSd,0.0,TA,CBlock,TA,No,BLQ,280.0,752.0,1032.0,TA,220.0,1252.0,0,1,0,3,TA,0,Attchd,Unf,1,0.0,0.0,4,2008
_1,54.0,6342.0,Reg,Inside,Sawyer,1.5Fin,5,8,1875,1996,Gable,VinylSd,0.0,TA,CBlock,TA,No,Unf,0.0,780.0,780.0,Gd,240.0,1020.0,0,1,0,2,TA,0,Attchd,Fin,0,0.0,0.0,5,2010
_2,70.0,9819.0,IR1,Inside,other_2,1Story,6,5,1977,1977,Gable,Plywood,0.0,TA,PConc,TA,Gd,ALQ,1567.0,0.0,1567.0,TA,0.0,1567.0,1,2,0,2,Gd,2,Attchd,RFn,2,264.0,32.0,5,2009
_1,98.0,8731.0,IR1,Inside,other_1,1Story,5,5,1920,1950,Gable,other,0.0,TA,BrkTil,TA,No,BLQ,645.0,270.0,915.0,TA,0.0,1167.0,0,1,0,3,TA,1,Detchd,Unf,2,0.0,0.0,5,2007
_2,60.0,7350.0,Reg,Corner,NAmes,1Story,5,7,1951,1951,Gable,HdBoard,0.0,TA,CBlock,TA,Mn,ALQ,852.0,100.0,952.0,TA,0.0,952.0,1,1,0,2,TA,0,Detchd,Unf,2,0.0,0.0,6,2008
_3,70.0,10304.0,IR1,CulDSac,NWAmes,2Story,5,7,1976,1976,Gable,Plywood,44.0,TA,CBlock,TA,No,ALQ,381.0,399.0,780.0,Ex,780.0,1868.0,1,2,1,4,Gd,1,Attchd,Unf,2,448.0,96.0,10,2009
_3,77.0,9965.0,Reg,Inside,CollgCr,2Story,8,5,2006,2007,Hip,VinylSd,340.0,Gd,PConc,Ex,Gd,GLQ,1150.0,316.0,1466.0,Ex,1362.0,2828.0,1,3,0,4,Gd,1,BuiltIn,RFn,3,125.0,144.0,4,2007
_2,70.0,9000.0,Reg,Inside,Sawyer,1Story,5,3,1959,1959,Gable,Wd Sdng,0.0,TA,CBlock,TA,No,GLQ,288.0,718.0,1006.0,TA,0.0,1006.0,0,1,0,3,TA,0,Attchd,Fin,0,0.0,24.0,7,2008
_1,60.0,12180.0,Reg,Inside,Edwards,1.5Fin,4,4,1941,1950,Gable,MetalSd,0.0,TA,BrkTil,Gd,No,BLQ,348.0,324.0,672.0,Fa,252.0,924.0,1,1,0,2,Fa,0,Detchd,Unf,1,0.0,0.0,7,2010
_1,52.0,6240.0,Reg,Inside,other_1,1.5Fin,5,6,1928,1950,Gable,MetalSd,0.0,TA,BrkTil,TA,No,Unf,0.0,1042.0,1042.0,Ex,534.0,1576.0,0,1,0,3,TA,1,Detchd,Unf,1,0.0,0.0,8,2006
_2,70.0,11200.0,Reg,Inside,other_2,1Story,6,5,1985,1985,Gable,Wd Sdng,85.0,Gd,CBlock,Gd,No,GLQ,1258.0,40.0,1298.0,TA,0.0,1298.0,1,2,0,3,Gd,1,Attchd,Unf,2,165.0,26.0,5,2006
_2,75.0,12000.0,Reg,Inside,other_3,2Story,7,7,1941,1950,Gable,MetalSd,0.0,TA,CBlock,TA,No,Rec,275.0,429.0,704.0,Ex,704.0,1564.0,0,1,1,3,Fa,1,Attchd,Unf,1,0.0,0.0,7,2009
_1,70.0,5700.0,Reg,Inside,OldTown,1.5Fin,7,7,1926,1950,Gable,Wd Sdng,0.0,TA,PConc,TA,No,Unf,0.0,572.0,572.0,TA,539.0,1111.0,0,1,0,2,TA,1,Detchd,Unf,1,0.0,0.0,8,2008
_2,50.0,9000.0,Reg,Inside,OldTown,2Story,7,9,1920,1988,Hip,VinylSd,0.0,TA,PConc,TA,No,ALQ,624.0,26.0,650.0,Ex,650.0,1482.0,0,1,0,3,TA,0,Detchd,Unf,2,0.0,0.0,7,2009
_2,57.0,8280.0,IR1,Inside,NAmes,1Story,6,5,1950,1950,Gable,BrkFace,0.0,TA,CBlock,TA,No,Unf,0.0,932.0,932.0,Ex,0.0,932.0,0,1,0,2,Gd,1,Attchd,Unf,1,0.0,0.0,11,2007
_2,134.0,17755.0,Reg,Inside,Edwards,1Story,5,4,1959,1959,Gable,HdBoard,132.0,TA,CBlock,TA,No,BLQ,176.0,1290.0,1466.0,TA,0.0,1466.0,0,1,1,3,Fa,2,Attchd,Fin,2,0.0,140.0,11,2006
_2,90.0,14115.0,IR1,Inside,other_3,1Story,6,7,1956,2004,Gable,other,0.0,TA,PConc,TA,No,ALQ,296.0,230.0,1073.0,Ex,0.0,1811.0,0,1,0,2,Ex,1,Attchd,Fin,2,0.0,0.0,7,2006
_1,70.0,5890.0,Reg,Corner,other_1,1Story,6,8,1930,2007,Gable,Wd Sdng,0.0,Gd,BrkTil,TA,Av,ALQ,538.0,278.0,816.0,Ex,0.0,816.0,0,1,0,2,TA,0,Detchd,Unf,1,0.0,0.0,6,2008
_3,70.0,13700.0,IR1,Inside,NAmes,2Story,7,6,1965,1988,Gable,VinylSd,288.0,TA,CBlock,TA,Gd,ALQ,454.0,410.0,864.0,TA,918.0,1820.0,0,1,2,4,Gd,2,Attchd,Unf,2,60.0,84.0,5,2008
_2,90.0,10768.0,IR1,Corner,other_3,1Story,5,8,1976,2004,Gable,Plywood,0.0,Gd,CBlock,Gd,Gd,ALQ,1157.0,280.0,1437.0,TA,0.0,1437.0,1,2,0,3,Gd,1,Attchd,RFn,2,0.0,21.0,7,2007
_2,85.0,9350.0,Reg,Inside,NAmes,SLvl,5,8,1965,1999,Gable,BrkFace,0.0,TA,PConc,TA,Gd,ALQ,633.0,586.0,1219.0,Gd,0.0,1265.0,0,2,0,3,Gd,1,Attchd,RFn,2,0.0,92.0,10,2008
_2,34.0,5001.0,IR1,Inside,NridgHt,1Story,7,5,2007,2008,Gable,VinylSd,166.0,Gd,PConc,Gd,No,GLQ,904.0,410.0,1314.0,Ex,0.0,1314.0,1,2,0,2,Gd,1,Attchd,RFn,2,172.0,62.0,7,2009
_2,92.0,11932.0,Reg,FR2,Somerst,1Story,8,5,2007,2008,Gable,VinylSd,186.0,Gd,PConc,Gd,No,Unf,0.0,1580.0,1580.0,Ex,0.0,1580.0,0,2,0,3,Gd,0,Attchd,RFn,3,0.0,24.0,6,2008
_3,76.0,9120.0,Reg,Inside,NWAmes,2Story,6,6,1974,1974,Hip,HdBoard,270.0,Gd,CBlock,TA,No,ALQ,442.0,459.0,901.0,TA,933.0,1876.0,0,2,1,4,Gd,1,Attchd,RFn,2,0.0,69.0,7,2008
_1,24.0,2280.0,Reg,Inside,other_1,2Story,6,5,1978,1978,Gable,Plywood,0.0,TA,CBlock,Gd,No,ALQ,311.0,544.0,855.0,Fa,601.0,1456.0,0,2,1,3,TA,1,Attchd,Unf,2,26.0,0.0,7,2010
_2,70.0,14778.0,IR1,CulDSac,other_3,1Story,6,7,1954,2006,Hip,HdBoard,72.0,Gd,CBlock,TA,No,BLQ,728.0,568.0,1296.0,Ex,0.0,1640.0,1,1,0,3,Gd,1,Detchd,Unf,2,108.0,0.0,11,2008
_2,109.0,8724.0,Reg,Inside,Sawyer,1Story,5,5,1968,1968,Gable,VinylSd,0.0,TA,CBlock,Gd,No,BLQ,492.0,402.0,894.0,Gd,0.0,894.0,0,1,0,3,TA,1,Attchd,Fin,2,0.0,0.0,5,2007
_1,60.0,12900.0,Reg,Inside,Sawyer,other,4,4,1969,1969,Gable,Plywood,0.0,TA,CBlock,Gd,Av,GLQ,1198.0,0.0,1198.0,TA,0.0,1258.0,2,0,2,0,TA,0,CarPort,Unf,2,120.0,0.0,1,2008
_2,70.0,16157.0,IR1,FR2,other_3,SLvl,5,7,1978,1978,Gable,Plywood,0.0,TA,PConc,Gd,Gd,ALQ,680.0,289.0,1360.0,Ex,0.0,1432.0,1,1,1,2,Gd,1,Attchd,Unf,2,168.0,180.0,6,2007
_2,79.0,9541.0,IR1,Inside,NridgHt,1Story,7,5,2009,2009,Gable,VinylSd,268.0,Gd,PConc,Gd,No,Unf,0.0,1502.0,1502.0,Ex,0.0,1502.0,0,2,0,3,Gd,0,Attchd,RFn,2,0.0,114.0,9,2009
_2,64.0,10475.0,IR1,Corner,CollgCr,1Story,8,5,2008,2008,Gable,VinylSd,72.0,Gd,PConc,Gd,Av,Unf,0.0,1694.0,1694.0,Ex,0.0,1694.0,0,2,0,3,Gd,0,Attchd,RFn,3,160.0,33.0,2,2010
_3,58.0,10852.0,IR1,Inside,Gilbert,2Story,6,5,2000,2000,Gable,VinylSd,0.0,TA,PConc,Gd,No,GLQ,786.0,173.0,959.0,Ex,712.0,1671.0,1,2,1,3,TA,1,Attchd,Fin,2,0.0,38.0,2,2006
_2,120.0,13728.0,Reg,Corner,Edwards,2Story,6,7,1935,1986,Hip,other,0.0,TA,CBlock,TA,No,Rec,626.0,501.0,1127.0,Ex,872.0,2108.0,0,2,0,4,Gd,2,Basment,Unf,2,0.0,0.0,7,2008
_3,118.0,35760.0,IR1,CulDSac,other_4,2Story,10,5,1995,1996,Hip,HdBoard,791.2800000000007,Gd,PConc,Ex,Gd,GLQ,1387.0,543.0,1930.0,Ex,1418.920000000001,3123.4800000000023,1,3,1,4,Gd,1,Attchd,Fin,3,361.0,76.0,7,2006
_2,76.0,9880.0,Reg,Inside,other_2,SLvl,6,6,1977,1977,Gable,Plywood,0.0,TA,CBlock,TA,Av,ALQ,522.0,574.0,1096.0,TA,0.0,1118.0,1,1,0,3,TA,1,Attchd,Fin,1,203.0,0.0,7,2008
_2,76.0,9120.0,Reg,Inside,NAmes,1Story,6,6,1958,1958,Hip,MetalSd,0.0,TA,CBlock,TA,No,ALQ,662.0,599.0,1261.0,Ex,0.0,1261.0,1,1,0,3,TA,1,Attchd,RFn,2,0.0,0.0,11,2008
_1,35.0,4017.0,IR1,Inside,Somerst,2Story,7,5,2006,2007,Gable,MetalSd,0.0,Gd,PConc,Gd,No,Unf,0.0,625.0,625.0,Ex,625.0,1250.0,0,2,1,2,Gd,0,Detchd,Fin,2,0.0,54.0,3,2008
_1,137.41000000000008,18030.0,IR1,Inside,other_3,1.5Fin,5,6,1946,1994,Gable,MetalSd,0.0,TA,CBlock,TA,No,Rec,152.0,977.0,1598.0,TA,971.0,3086.0,0,3,0,3,Ex,1,Attchd,Fin,0,122.0,0.0,3,2007
_2,80.0,16560.0,IR1,Inside,other_3,2Story,6,8,1932,1950,Gable,Wd Sdng,0.0,TA,BrkTil,Gd,No,Rec,503.0,449.0,952.0,TA,1175.0,2345.0,0,2,1,4,TA,1,Detchd,Unf,2,0.0,0.0,7,2006
_1,85.0,10678.0,Reg,Inside,other_4,1.5Fin,8,5,1992,2000,Hip,HdBoard,337.0,Gd,PConc,Gd,No,GLQ,700.0,983.0,1683.0,Ex,743.0,2872.0,0,2,1,4,Gd,1,Attchd,Fin,2,0.0,33.0,4,2007
_2,37.0,6951.0,IR1,CulDSac,other_2,1Story,5,5,1984,1985,Gable,HdBoard,0.0,TA,CBlock,TA,No,ALQ,658.0,218.0,876.0,TA,0.0,923.0,1,1,0,3,TA,0,Attchd,Unf,1,362.0,0.0,10,2008
_1,70.0,3950.0,Reg,Inside,OldTown,1.5Fin,6,8,1926,2004,Gable,MetalSd,0.0,TA,CBlock,TA,No,Rec,468.0,350.0,818.0,TA,406.0,1224.0,0,1,0,3,TA,0,Detchd,Unf,1,0.0,0.0,12,2009
_1,54.0,7681.0,IR1,FR2,other_3,1.5Fin,5,6,1921,1950,Gable,Wd Sdng,0.0,TA,BrkTil,TA,No,Unf,0.0,731.0,731.0,Ex,523.0,1343.0,0,1,1,3,TA,1,Detchd,Unf,1,192.0,0.0,7,2009
_2,77.0,8335.0,Reg,Corner,Edwards,1Story,5,5,1954,1954,Gable,Wd Sdng,0.0,TA,Slab,TA,No,Unf,0.0,0.0,0.0,Gd,0.0,1124.0,0,1,0,3,TA,1,Attchd,Fin,0,0.0,36.0,4,2006
_3,70.0,11170.0,IR2,Corner,other_3,2Story,7,5,1990,1991,Gable,MetalSd,0.0,TA,Wood,Gd,No,LwQ,1216.0,0.0,1216.0,Ex,1216.0,2514.0,0,2,1,4,TA,0,Attchd,Fin,2,0.0,0.0,4,2006
_2,64.0,5587.0,IR1,Inside,other_3,1Story,8,5,2008,2008,Hip,CemntBd,186.0,Ex,PConc,Ex,Gd,GLQ,1480.0,120.0,1600.0,Ex,0.0,1652.0,1,2,0,2,Gd,1,Attchd,Fin,2,162.0,53.0,11,2008
_3,137.41000000000008,15623.0,IR1,Corner,other_4,2Story,10,5,1996,1996,Hip,Wd Sdng,0.0,Gd,PConc,Ex,Av,GLQ,1572.41,300.0,2155.05,Ex,1418.920000000001,3123.4800000000023,1,3,1,4,Ex,2,Attchd,Fin,3,171.0,78.0,7,2007
_1,60.0,10800.0,Reg,Inside,OldTown,1Story,5,6,1920,1950,Hip,other,0.0,TA,BrkTil,TA,No,Rec,821.0,299.0,1120.0,Ex,0.0,1130.0,1,1,0,2,TA,1,Detchd,Unf,2,229.0,0.0,6,2006
_2,50.0,35133.0,Reg,Inside,other_3,1Story,5,4,1963,1963,Hip,MetalSd,226.0,TA,CBlock,TA,Gd,Rec,1159.0,413.0,1572.0,Gd,0.0,1572.0,1,1,1,3,TA,2,2Types,RFn,3,0.0,263.0,5,2007
_1,60.0,9738.0,Reg,Inside,Edwards,1.5Fin,5,7,1924,1950,Gable,other,0.0,TA,BrkTil,TA,No,BLQ,392.0,392.0,784.0,Gd,272.0,1221.0,1,1,0,4,TA,0,Attchd,Unf,1,0.0,0.0,3,2006
_1,107.0,10615.0,IR1,Corner,OldTown,2Story,3,5,1900,1970,Gable,HdBoard,0.0,TA,CBlock,Fa,Mn,BLQ,440.0,538.0,978.0,TA,685.0,1699.0,1,2,0,3,TA,0,CarPort,Unf,2,0.0,74.0,8,2009
